,property_id,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,responsetime_code
2869,2874,"Hi,   A Brussels born and based 29 years old, I travel a lot for work and for fun. I've lived for 3 years in the Democratic Republic of Congo doing social impact management. I'm also passionate about photography and attended a 6 weeks program at NYU about Photography & Human Rights organised by Magnum Foundation. I keep travelling for work and I'm happy to offer my lovely appartement when abroad on assignment.  If I'm here when you come, I would be very happy to welcome you and take the time to discuss and show you around. I usually travel light and love to get lost and take the time to talk to locals wherever I go to get a real sense of my destination.  My motto? Make people smile!",within a few hours,100%,2.0,2.0,"email, phone, facebook, reviews, jumio",2,1,18,3.0
2870,2875,"Hi,   A Brussels born and based 29 years old, I travel a lot for work and for fun. I've lived for 3 years in the Democratic Republic of Congo doing social impact management. I'm also passionate about photography and attended a 6 weeks program at NYU about Photography & Human Rights organised by Magnum Foundation. I keep travelling for work and I'm happy to offer my lovely appartement when abroad on assignment.  If I'm here when you come, I would be very happy to welcome you and take the time to discuss and show you around. I usually travel light and love to get lost and take the time to talk to locals wherever I go to get a real sense of my destination.  My motto? Make people smile!",within a few hours,100%,2.0,2.0,"email, phone, facebook, reviews, jumio",1,5,50,3.0
2871,2876,"Young architecture student and photographer, my photography website : (URL HIDDEN) I'm on faceebook !    From France, living Brussels, and Vietnameese Origins ! Love traveling with my girlfriend Chloé,  Arti student in Paris !",unknown,unknown,1.0,1.0,"email, phone, facebook, reviews",1,6,1125,1.0
2872,2877,,a few days or more,0-49%,4.0,4.0,"email, phone, reviews, jumio, work_email",1,2,15,0.0
2873,2878,,a few days or more,0-49%,4.0,4.0,"email, phone, reviews, jumio, work_email",1,2,4,0.0
2874,2879,,within a day,0-49%,1.0,1.0,"email, phone, reviews",2,2,1125,2.0
2875,2880,30 something photo producer from Ghent living in and loving Brussel.,unknown,unknown,1.0,1.0,"email, phone, google, reviews, jumio, government_id",1,4,30,1.0
2876,2881,Expat couple (Scottish/American) living in Antwerpen.  Love airbnb! Love the sharing economy!  Like to travel and meet travelers.,within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio, government_id",1,6,1125,3.0
2877,2882,Expat couple (Scottish/American) living in Antwerpen.  Love airbnb! Love the sharing economy!  Like to travel and meet travelers.,within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio, government_id",1,2,1125,3.0
2878,2883,,a few days or more,0-49%,1.0,1.0,"email, phone, facebook, reviews",1,2,1125,0.0
2879,2884,,within an hour,50-89%,1.0,1.0,"email, phone, reviews",1,3,1125,4.0
2880,2885,"Je suis une bruxelloise amoureuse de sa ville et de son quartier. Enseignante retraitée, je suis active dans le domaine social et environnemental. J'aime partager les impressions de voyage, livres, films, expositions ou encore à propos des arts, dont l'art culinaire. Je pense sincèrement que l'on gagne beaucoup à être tour à tour hôte et voyageur: cela aide à favoriser l'empathie et le respect mutuel.",within a day,100%,2.0,2.0,"email, phone, reviews, manual_offline, jumio",1,7,1125,2.0
2881,2886,,unknown,unknown,2.0,2.0,"email, phone, reviews",1,1,1125,1.0
2882,2887,,unknown,unknown,2.0,2.0,"email, phone, reviews",1,1,1125,1.0
2883,2888,"Hello, my name is Frauke. I work as a psychiatric nurse. Besides working I like to go out with friends and have a laugh.  I bought my appartment and like it a lot... To think about decorating, to make changes, get inspired...",within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",1,2,1125,4.0
2884,2889,,within a day,100%,1.0,1.0,"email, phone, google, jumio, offline_government_id, government_id",1,2,1125,2.0
2885,2890,"Bonjour, je suis Elisabeth. Je suis étudiante à Bruxelles. J'aime beaucoup voyager, c'est pour quoi je me suis inscrite sur Airbnb: je vais voyager prochainement donc je souhaite louer mon appartement et je souhaite trouver des logements pour mes prochaines destinations. Bonne journée",unknown,unknown,1.0,1.0,"email, phone",1,7,31,1.0
2886,2891,Appartement située au cœur de la ville c'est l'endroit idéal pour vous accueillir lors de vos passages sur Bruxelles.  En effet il présente de nombreux atouts qui permettent de ressentir une sensation d'évasion en plein centre de Bruxelles. Je suis très disponible pour vous accueillir et vous donner toutes les bonnes adresses bruxelloises.,within an hour,100%,4.0,4.0,"email, phone, reviews, jumio",6,1,1125,4.0
2887,2892,Appartement située au cœur de la ville c'est l'endroit idéal pour vous accueillir lors de vos passages sur Bruxelles.  En effet il présente de nombreux atouts qui permettent de ressentir une sensation d'évasion en plein centre de Bruxelles. Je suis très disponible pour vous accueillir et vous donner toutes les bonnes adresses bruxelloises.,within an hour,100%,4.0,4.0,"email, phone, reviews, jumio",4,2,1125,4.0
2888,2893,Appartement située au cœur de la ville c'est l'endroit idéal pour vous accueillir lors de vos passages sur Bruxelles.  En effet il présente de nombreux atouts qui permettent de ressentir une sensation d'évasion en plein centre de Bruxelles. Je suis très disponible pour vous accueillir et vous donner toutes les bonnes adresses bruxelloises.,within an hour,100%,4.0,4.0,"email, phone, reviews, jumio",2,1,1125,4.0
2889,2894,Appartement située au cœur de la ville c'est l'endroit idéal pour vous accueillir lors de vos passages sur Bruxelles.  En effet il présente de nombreux atouts qui permettent de ressentir une sensation d'évasion en plein centre de Bruxelles. Je suis très disponible pour vous accueillir et vous donner toutes les bonnes adresses bruxelloises.,within an hour,100%,4.0,4.0,"email, phone, reviews, jumio",2,1,1125,4.0
2890,2895,,within a day,50-89%,1.0,1.0,"email, phone, facebook, reviews, jumio, work_email",1,1,1125,2.0
2891,2896,,within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",5,3,1125,2.0
2892,2897,"I wellcome you with pleasure in a nice recently renovated and independant flat at the ground floor of my house. I live in a quite residential area, just off a wonderful park, with very easy and fast connections with the centrum, the airport, the central station. I do my best to make your stay in Brussels pleasant and interesting !",within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews",1,2,30,3.0
2893,2898,"URRENT MISSION  Don't cry because it's over, smile because it happened.  ABOUT ME  A small girl who wants to explore the big world!  I enjoy life in every way it's possible: traveling, cooking (and eating), drinking some good wine and beers, meeting new and interesting people, exploring myself, reading and writing, going to festivals and concerts, snowboarding, being active (or trying to be), taking pictures (because my memory is sooo bad),...  I'm a very happy person. Glad to be young!  INTERESTS  Photography, snowboarding, going out with friends, reading, enjoy good food and wine, nature, hiking, writing, cooking, music and festivals... ENJOY LIFE!  MUSIC, MOVIES & BOOKS  Movies: Moonrise Kingdom, Up, A Clockwork Orange, Amélie Poulain, The Curious Case of Benjamin Button, Finding Nemo, No country for old men, Into the wild, Black Swan, Eternal sunshine of a spotless mind, Django Unchained,...  Music: I like a lot of different kind of music. I really like to go festivals (and in special to Pukkelpop).  The XX, Eels, Mumford and Sons, Red Hot Chili Peppers, The Beatles, The Doors, Macy Gray, Isbells, Editors, Fleet Foxes, Ben Howard, Bon Iver, Foo fighters, Band of Skulls, Arctic Monkeys, Absynthe Minded, Vampire Weekend, The Vaccines, Tracy Chapman, Simon & Garfunkel, Queen of the Stone Ages, Oasis, The National, The Kinks, Kasabian, Johnny Cash, Gotye, Geppetto and the Whales, The Beach Boys, Arcade Fire, Sigur Ros, The Smiths, Massive Attack, Coely, Bonobo, Flume, Franz Ferdinand, Pixies, Band of Horses, Trixie Whitley, Brandom Flowers, MGMT, The Chemical Brothers, ...  ONE AMAZING THING I'VE DONE  - Roadtrip in Greece with three other friends  - Roadtrip France with seven other friends  - Lived for 9 weeks in Vancouver  - Roadtrip Vancouver Island by my own  - Roadtrip Rocky Mountains with my boyfriend  - Citytrips in Europe: Rome, Lissabon, Barcelona, London, Paris, Budapest, Amsterdam, Brussels,...  - Festivals in Belgium: Pukkelpop, Gentse Feesten, Rock Werchter, Dour, Les Ardents, Antilliaanse Feesten, Tomorrowland, Best Kept Secret (Netherlands),...  TEACH, LEARN, SHARE  Be grateful.  Be yourself.  Be happy.  ***  PHILOSOPHY  When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down 'happy'. They told me I didn't understand the assignment, and I told them they didn't understand life. -  John Lennon  Be happy and grateful with everything you have and get. I'm happy and grateful with everything I have and get!",within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",1,2,1125,3.0
2894,2899,,unknown,unknown,2.0,2.0,"email, phone, reviews, jumio, government_id",2,2,1125,1.0
2895,2900,,unknown,unknown,2.0,2.0,"email, phone, reviews, jumio, government_id",1,2,1125,1.0
2896,2901,"Clémentine, 27 ans, française expatriée en Belgique, amoureuse du voyage et des découvertes !",within a few hours,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,1,3,3.0
2897,2902,"Master student in environmental management at the University of Brussels, Travelling and rugby are my two biggest passions.",a few days or more,0-49%,2.0,2.0,"email, phone, facebook, reviews, jumio",1,2,1125,0.0
2898,2903,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",2,1,1125,3.0
2899,2904,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",2,2,1125,3.0
2900,2905,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",2,2,1125,3.0
2901,2906,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",2,1,1125,3.0
2902,2907,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",4,1,1125,3.0
2903,2908,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",4,1,1125,3.0
2904,2909,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",2,1,1125,3.0
2905,2910,Our aim is to provide to our guest the keys of the city! Our Smartflats could not be better located to enjoy the city and we provide flexibility and intimacy thanks to access codes system. We are always available for our guests if they need assistance or some good advises about the city they are staying in :),within a few hours,90-99%,93.0,93.0,"email, phone, facebook, reviews, jumio",4,1,1125,3.0
